2020-05-08  10:09,1258549392211980289,"""Karl Marx invented climate change"" is a new one for me. https://t.co/JMA1mpMpBE",2020-05-08 00:08:52,,,,"Pittsburgh, PA"
2020-05-08  10:09,1258549390915952640,"RT @amnestyusa: We will beat COVID-19, then we will face a choice:

We can challenge inequality.
We can provide health care for all.
We can…",2020-05-08 00:08:52,,,,
2020-05-08  10:09,1258549359500595200,Post Edited: The CoronaVirus Crisis is the Climate Change Debate in Real Time https://t.co/fTvW81KoyE  #NotRushorHisBrotherDavid,2020-05-08 00:08:44,,,,"Murfreesboro, TN"
2020-05-08  10:09,1258549341708414977,"RT @amnestyusa: We will beat COVID-19, then we will face a choice:

We can challenge inequality.
We can provide health care for all.
We can…",2020-05-08 00:08:40,,,,"Boston, MA"
2020-05-08  10:09,1258549339594428416,"@veedubdamage @BillyGo49991145 @VRKnyght @RFK1966 @pleehansen @JoeBiden It is all meaningless as far as I am concerned. If you would have been on this planet for some time you would know. Young ppl know it all and they are always scared. No Future. They die of Climate Change and 30 Mutations of Da Covid. Yeah, Bro!!",2020-05-08 00:08:39,,,,"Foothills No. 31, Alberta"
2020-05-08  10:09,1258549321517068288,"RT @amnestyusa: We will beat COVID-19, then we will face a choice:

We can challenge inequality.
We can provide health care for all.
We can…",2020-05-08 00:08:35,,,,
2020-05-08  10:09,1258549272368214017,"#Minneapolis is ready for more urgent, bold action that reflects our values. The dual challenges presented by COVID and climate change will define the next generation. I’m ready to help lead the most diverse district in the state with a commitment to inclusivity and justice.",2020-05-08 00:08:23,,,,Minneapolis
2020-05-08  10:09,1258549249215586306,"RT @adamajacoby: News Corp were against expert advice of:
- fire fighters during bushfires
- Scientific community on Climate Change
- Polic…",2020-05-08 00:08:18,,,,Gaia.
2020-05-08  10:09,1258549245109432321,RT @benigma2017: Specifically I told him that Joe Biden's climate change plan would leave us 8 years further down the road with no progress…,2020-05-08 00:08:17,,,,
2020-05-08  10:09,1258549245105172481,"RT @Lee__Drake: This, but also for climate change https://t.co/6qrNvZOzx1",2020-05-08 00:08:17,,,,
2020-05-08  10:09,1258549214172209160,"@bronxguurll @LucyDaDumbYeen @rmd223 @BeatThePress1 @peterdaou @SpeakerPelosi And yet, you guys refuse to accept the reality that we only have 9 1/2 years left to take meaningful and drastic action to at least control climate change; that the time for incremental approaches was when George W. Bush was president!",2020-05-08 00:08:10,,,,"Massachusetts, USA"
2020-05-08  10:09,1258549155980439553,RT @PurityWater99: Alien life and Light. Very real new beginning. Ending all sickness chaos destruction climate change Extinction precious…,2020-05-08 00:07:56,,,,Spring Hill Florida
2020-05-08  10:09,1258549153975566337,Wildlife Collapse From Climate Change Is Predicted to Hit Suddenly and Sooner https://t.co/6IHoj7t8IF,2020-05-08 00:07:55,,,,
2020-05-08  10:09,1258549126578356226,RT @BlotReport: #Murdoch hack Janet #Albrechtsen has spat the dummy over the effectiveness of @slpng_giants_oz's campaign to point out to c…,2020-05-08 00:07:49,,,,Queensland Australia
2020-05-08  10:09,1258549045091463173,RT @MichaelEMann: “Michael Moores New Film Turns Heroes into Villains and Villains into Heroes” | My latest commentary for @Newsweek: https…,2020-05-08 00:07:29,,,,France
2020-05-08  10:09,1258549017501261824,"RT @ReclaimAnglesea: Mark Carney: 'We can't self-isolate from climate change'

(That is so and yet the ⁦@ScottMorrisonMP⁩ and ⁦@DanielAndre…",2020-05-08 00:07:23,,,,"Brisbane, Australia"
2020-05-08  10:09,1258549013428580358,if having a decrease of 30 degrees and rain within 4 days doesn’t make u believe in climate change idk what will https://t.co/4IYE4D8wBd,2020-05-08 00:07:22,,,,NorCal
2020-05-08  10:09,1258549006294122498,"RT @GeraldKutney: The science of modern climate change is NOT:

- leftist
- socialist
- marxist
- communist
- fascist
- globalist
- anticap…",2020-05-08 00:07:20,,,,"Lethbridge, Alberta"
2020-05-08  10:09,1258549006273142790,"RT @amnestyusa: We will beat COVID-19, then we will face a choice:

We can challenge inequality.
We can provide health care for all.
We can…",2020-05-08 00:07:20,,,,
2020-05-08  10:09,1258548990036959233,"RT @amnestyusa: We will beat COVID-19, then we will face a choice:

We can challenge inequality.
We can provide health care for all.
We can…",2020-05-08 00:07:16,,,,
2020-05-08  10:09,1258548986668974080,RT @tony_goodfellow: 'Why it doesn’t make economic sense to ignore climate change in our recovery from the pandemic' @Anna_Skarbek https://…,2020-05-08 00:07:15,,,,Canberra
2020-05-08  10:09,1258548979819704321,"Planting trees is no panacea for climate change, ecologist writes in Science commentary https://t.co/NEd8de3fgg via @physorg_com",2020-05-08 00:07:14,,,,USA
2020-05-08  10:09,1258548968193064960,"@Joshbradford @Monkinator21 @BBCWorld 3 months lockdown = -5% carbon emission for 2020
if we lived like this for a full year, still the emissions go down for only 20%.
But lockdown is not the best way to fight climate change, you need the big guns like decent public transport and better architecture for example.",2020-05-08 00:07:11,,,,Belgium
2020-05-08  10:09,1258548883631730689,RT @markcurtis30: Isn't it funny how former UK intelligence chiefs land lucrative jobs in the cyber sector that they promote while in offic…,2020-05-08 00:06:51,,,,
2020-05-08  10:09,1258548858663038976,"Climate change is a evil hoax. If there is any harm to the natural environment, anywhere, it has been deliberately caused by evil people. Wake up and start protecting the world today. How? The advanced system of good.",2020-05-08 00:06:45,,,,The Lower Mainland
2020-05-08  10:09,1258548855798259716,"RT @nature_org: ""I care too much to be a bystander on climate change."" 

Women from across Alaska have come together to accelerate solution…",2020-05-08 00:06:44,,,,
2020-05-08  10:09,1258548850999980032,"RT @amnestyusa: We will beat COVID-19, then we will face a choice:

We can challenge inequality.
We can provide health care for all.
We can…",2020-05-08 00:06:43,,,,
2020-05-08  10:09,1258548839046418432,"RT @RyersonCBI: ""If we double down on car dependency and sprawl because of fear of this pandemic, our cities will get worse. And we'll be p…",2020-05-08 00:06:40,,,,"Vancouver, British Columbia"
2020-05-08  10:09,1258548835917238272,"@TinTincognito @d_e_mol @Jaisans @Samanth71003012 @fcmfcs2019 @B_Bolshevik100 @HMS_Indomitable @flyonthewall182 @JoAmsel @Jampatmulligan @MikeDel21893959 @ScottySmash @MonkeyMyBack @PeterDClack @TinFoilAwards @BridgetAshmore @TonyBaduy @NoelTurner194 @KSulza @JackJsherebkin @sueytonius @3GHtweets @AOECOIN @91996340e81d45a @GillesnFio @8BrianVogel4 @tracemetalclean @swcrisis @fishbonker66 @TMV_Intel @JimBabw19270992 @DawnTJ90 @JosephsEddy @nicolasDenver @katiebecker16 @TheDisproof @legjoints @PolAnimalAus @ClimateSkeptic4 @corchem @OG_Advisors @GuitarMan59LP @AtomsksSanakan @DMRDartford @D16584667 @drwaheeduddin @Kenneth72712993 @UreyZen @RoyPentland @GeoffSchuler 4 people - tragic! I guess “climate change” must really have been raging back in the 1930’s, when millions of people died in floods. What an idiot.  https://t.co/vM339Itk4F https://t.co/DuKW7LzpOI",2020-05-08 00:06:39,,,,"Boulder, CO, USA"
2020-05-08  10:09,1258548811451863040,"RT @amnestyusa: We will beat COVID-19, then we will face a choice:

We can challenge inequality.
We can provide health care for all.
We can…",2020-05-08 00:06:34,,,,"London, England"
2020-05-08  10:09,1258548802455134208,RT @LeoHickman: Mark Carney: 'We can't self-isolate from climate change' https://t.co/isZZKWACGm,2020-05-08 00:06:31,,,,"Oak Park, IL"
2020-05-08  10:09,1258548796302086145,"RT @adamajacoby: News Corp were against expert advice of:
- fire fighters during bushfires
- Scientific community on Climate Change
- Polic…",2020-05-08 00:06:30,,,,"Java, Timor, Australia"
2020-05-08  10:09,1258548788311932931,@Urbanbouy01 The climate change,2020-05-08 00:06:28,,,,Uganda
2020-05-08  10:09,1258548765561991169,"RT @adamajacoby: News Corp were against expert advice of:
- fire fighters during bushfires
- Scientific community on Climate Change
- Polic…",2020-05-08 00:06:23,,,,Sydney Australia
2020-05-08  10:09,1258548763196395520,"RT @NDP: “Investing in bus transportation must be part of our efforts to fight climate change and build the economic recovery.
The gov’t ha…",2020-05-08 00:06:22,,,,"socialist fishing village, NS"
2020-05-08  10:09,1258548732557049857,"RT @BarkforMtHood: The Mt Hood Forest Management Plan:

- Hasn't been updated since its inception in '90
- Makes ZERO mention of climate ch…",2020-05-08 00:06:15,,,,
2020-05-08  10:09,1258548681910874113,"RT @amnestyusa: We will beat COVID-19, then we will face a choice:

We can challenge inequality.
We can provide health care for all.
We can…",2020-05-08 00:06:03,,,,Maldives
2020-05-08  10:09,1258548645613367297,RT @bencubby: SMH editorial: Scientific approach for COVID-19 must be applied to climate change. https://t.co/DtCyOwAsN9 via @smh,2020-05-08 00:05:54,,,,"Sydney, New South Wales"
2020-05-08  10:09,1258548623349956608,"RT @FAOKnowledge: Climate change has direct implications for our food systems.

By better understanding the consequences #climatechange has…",2020-05-08 00:05:49,,,,"Quezon City, Philippines"
2020-05-08  10:09,1258548594862260224,@Sillyshib My sons have a sense of history now but I have taught them about the power of unity over division. VE day should change to being a day where we focus on peace. In the current climate the Tories have crawled all over it &amp; made it a day of false nationalism. We did not win alone!,2020-05-08 00:05:42,,,,
2020-05-08  10:09,1258548594379878401,RT @habeebiinta: Sensing a theme of advice rejection on ideological grounds here - unions and climate-change concerned fire chiefs get igno…,2020-05-08 00:05:42,,,,"Adelaide, South Australia"
2020-05-08  10:09,1258548589564850177,"RT @adamajacoby: News Corp were against expert advice of:
- fire fighters during bushfires
- Scientific community on Climate Change
- Polic…",2020-05-08 00:05:41,,,,perth
2020-05-08  10:09,1258548589090881537,"RT @yeampierre: Racial justice comments always make me lose climate change followers,here’s the thing- climate change is the child of a his…",2020-05-08 00:05:40,,,,
2020-05-08  10:09,1258548587937447936,"RT @AndyShaw1: Man responsible for fiddling the stats on climate change defends man caught fiddling Antonia Staats
https://t.co/uLvWtuYtCn",2020-05-08 00:05:40,,,,
2020-05-08  10:09,1258548575128023042,"RT @amnestyusa: We will beat COVID-19, then we will face a choice:

We can challenge inequality.
We can provide health care for all.
We can…",2020-05-08 00:05:37,,,,
2020-05-08  10:09,1258548574998032385,"RT @adamajacoby: News Corp were against expert advice of:
- fire fighters during bushfires
- Scientific community on Climate Change
- Polic…",2020-05-08 00:05:37,,,,Japan
2020-05-08  10:09,1258548574821875712,"“Investing in bus transportation must be part of our efforts to fight climate change and build the economic recovery.
The gov’t has to quit pointing fingers and get the bus companies and the people who rely on them the support they need.”-@theJagmeetSingh
https://t.co/OANeRDxocK",2020-05-08 00:05:37,,,,Canada
2020-05-08  10:09,1258548544647991301,RT @IntelOperator: “The devastation the virus has inflicted is a reminder of our vulnerability and the importance of prevention and mitigat…,2020-05-08 00:05:30,,,, Wilderness of Mirrors
2020-05-08  10:09,1258548516177113088,@SamChampion While we’ve had some 90s this week in Ventura County Sam! Unusually warm for us right now. One more thing we’ll get through! It’s just another symptom of climate change! 😎☀️🔥🌦🌧💦🌊☔️👋🌻,2020-05-08 00:05:23,,,,southern cal 
2020-05-08  10:09,1258548475358134272,"RT @BieglerTom: @TricksyRaccoon @RadicalGoats If I had to propose acceptable technology solutions to climate change, and the bar was set wi…",2020-05-08 00:05:13,,,,Australia
2020-05-08  10:09,1258548466277478400,"BBC News - Mark Carney: 'We can't self-isolate from climate change'
https://t.co/gkMErb0Zx3",2020-05-08 00:05:11,,,,Alberta
2020-05-08  10:09,1258548433968758784,"Council is stepping up its response to climate change by laying a firm policy foundation for reducing greenhouse gas emissions and adapting the Tweed to the impacts of climate change.

Find out more about Council’s draft Climate Change Policy ➡️ https://t.co/GlaVqs5Zvd https://t.co/cBhaz5yBer",2020-05-08 00:05:04,,,,"Murwillumbah, New South Wales"
2020-05-08  10:09,1258548415253762049,"@mtsw @stephenjudkins @schmangee @mnolangray The question IMO is independent of climate change. We can actually electrify vehicles &amp; the 2nd order effects of cars, &amp; that (along with clean electricity, industry &amp; heat, etc) actually solves the climate problem. But there are other valid reasons not to like car-centrism.",2020-05-08 00:04:59,,,,Jasoom
2020-05-08  10:09,1258548409474019328,"RT @amnestyusa: We will beat COVID-19, then we will face a choice:

We can challenge inequality.
We can provide health care for all.
We can…",2020-05-08 00:04:58,,,,Newfoundland
2020-05-08  10:09,1258548392071819264,"Please stop sharing images of Black Death! It doesn't change the racial climate--all it does is sensationalize someone's senseless death and trigger countless others.

We Didn’t Need Video to Know Ahmaud Arbery Was Lynched via @thenation https://t.co/MTQuMVHael",2020-05-08 00:04:54,,,,
2020-05-08  10:09,1258548366687875073,RT @MikeCarlton01: Very much looking forward to the shrieks of rage from Pell’s RWFW cheer squad. They don’t care that he enabled child rap…,2020-05-08 00:04:47,,,,
2020-05-08  10:09,1258548356395069440,"@BBCBusiness I live on a flight path and they are still flying, so they just need a boarding card. (and Passport) I am keen to get out my driveway. One small step. I thought young folk was keen on climate change saying no to 3rd runway? Check your insurance before you go; on lotto airlines.",2020-05-08 00:04:45,,,,
2020-05-08  10:09,1258548315991314432,"RT @amnestyusa: We will beat COVID-19, then we will face a choice:

We can challenge inequality.
We can provide health care for all.
We can…",2020-05-08 00:04:35,,,,Seattle
2020-05-08  10:09,1258548301374173187,"RT @amnestyusa: We will beat COVID-19, then we will face a choice:

We can challenge inequality.
We can provide health care for all.
We can…",2020-05-08 00:04:32,,,,Landlocked 
2020-05-08  10:09,1258548296194207745,"RT @thedk9999: Orey @taruns_ paytm kukka

Submitted to chudu 

""ministry of environments, forests and climate change""
NEW DELHI. https://t.…",2020-05-08 00:04:31,,,,
2020-05-08  10:09,1258548271292678146,"RT @MrAndyNgo: The mistress, Antonia Staats, is a left-wing climate change and anti-Brexit activist. She lives in a £1.9m dollar home in So…",2020-05-08 00:04:25,,,,
2020-05-08  10:09,1258548233107718149,"RT @adamajacoby: News Corp were against expert advice of:
- fire fighters during bushfires
- Scientific community on Climate Change
- Polic…",2020-05-08 00:04:16,,,,
2020-05-08  10:09,1258548228435238913,"RT @sharingrisk: I think this is an unhelpful/wrong framing of the issue. With lots of human suffering, companies under the spotlight &amp; the…",2020-05-08 00:04:15,,,,Malaysia
2020-05-08  10:09,1258548212157169665,"RT @AndyShaw1: Man responsible for fiddling the stats on climate change defends man caught fiddling Antonia Staats
https://t.co/uLvWtuYtCn",2020-05-08 00:04:11,,,,
2020-05-08  10:09,1258548211196678144,"RT @adamajacoby: News Corp were against expert advice of:
- fire fighters during bushfires
- Scientific community on Climate Change
- Polic…",2020-05-08 00:04:10,,,,FNQ - Cairns via Melbourne
